crude;date;nok_bbl;usd_bbl;differential_usd_bbl;last_changed
BALDER;21.02.2019;525,6;61,3;-3,9;29.04.2019
BALDER;22.02.2019;519,52;60,7;-3,9;29.04.2019
BALDER;23.02.2019;519,52;60,7;-3,9;29.04.2019
BALDER;24.02.2019;519,52;60,7;-3,9;29.04.2019
BALDER;25.02.2019;520,13;60,75;-3,9;29.04.2019
BALDER;26.02.2019;520,74;60,75;-3,9;29.04.2019
BALDER;27.02.2019;520,75;60,55;-3,9;29.04.2019
BALDER;28.02.2019;521,85;60,45;-3,9;29.04.2019
BALDER;01.03.2019;531;61,15;-3,15;29.04.2019
BALDER;02.03.2019;531;61,15;-3,15;29.04.2019
BALDER;03.03.2019;531;61,15;-3,15;29.04.2019
BALDER;04.03.2019;532,81;61,25;-3,15;29.04.2019
BALDER;05.03.2019;534,77;61,5;-3,15;29.04.2019
BALDER;06.03.2019;536,97;61,85;-3,15;29.04.2019
BALDER;07.03.2019;539;62,2;-3,15;29.04.2019
BALDER;08.03.2019;540,87;62,75;-3,15;29.04.2019
BALDER;09.03.2019;540,87;62,75;-3,15;29.04.2019
BALDER;10.03.2019;540,87;62,75;-3,15;29.04.2019
BALDER;11.03.2019;541,35;63,05;-3,15;29.04.2019
BALDER;12.03.2019;543,29;63,45;-3,15;29.04.2019
BALDER;13.03.2019;545,85;63,85;-3,15;29.04.2019
BALDER;14.03.2019;546,85;64,2;-3,15;29.04.2019
BALDER;15.03.2019;546,81;64,25;-3,15;29.04.2019
BALDER;16.03.2019;546,81;64,25;-3,15;29.04.2019
BALDER;17.03.2019;546,81;64,25;-3,15;29.04.2019
BALDER;18.03.2019;546,9;64,25;-3,15;29.04.2019
BALDER;19.03.2019;548;64,35;-3,15;29.04.2019
BALDER;20.03.2019;547,67;64,2;-3,15;29.04.2019
BALDER;21.03.2019;548,11;63,9;-3,15;29.04.2019
BALDER;22.03.2019;551,96;64,25;-3,15;29.04.2019
BALDER;23.03.2019;551,96;64,25;-3,15;29.04.2019
BALDER;24.03.2019;551,96;64,25;-3,15;29.04.2019
BALDER;25.03.2019;556,02;64,65;-3,15;29.04.2019
BALDER;26.03.2019;560,43;65,05;-3,15;29.04.2019
BALDER;27.03.2019;562,34;65,35;-3,15;29.04.2019
BALDER;28.03.2019;566,66;66;-3,15;29.04.2019
BALDER;29.03.2019;570,14;66,4;-3,15;29.04.2019
BALDER;30.03.2019;570,14;66,4;-3,15;29.04.2019
BALDER;31.03.2019;570,14;66,4;-3,15;29.04.2019
BALDER;01.04.2019;582,82;67,9;-2,1;14.08.2019
BALDER;02.04.2019;583,43;68,1;-2,1;14.08.2019
BALDER;03.04.2019;586,95;68,6;-2,1;14.08.2019
BALDER;04.04.2019;588,1;68,85;-2,1;14.08.2019
BALDER;05.04.2019;589,01;69,15;-2,1;14.08.2019
BALDER;06.04.2019;589,01;69,15;-2,1;14.08.2019
BALDER;07.04.2019;589,01;69,15;-2,1;14.08.2019
BALDER;08.04.2019;587,54;69,1;-2,1;14.08.2019
BALDER;09.04.2019;587,28;69,15;-2,1;14.08.2019
BALDER;10.04.2019;586,05;69,05;-2,1;14.08.2019
BALDER;11.04.2019;585,78;69;-2,1;14.08.2019
BALDER;12.04.2019;590,84;69,45;-2,1;14.08.2019
BALDER;13.04.2019;590,84;69,45;-2,1;14.08.2019
BALDER;14.04.2019;590,84;69,45;-2,1;14.08.2019
BALDER;15.04.2019;598,33;70;-2,1;14.08.2019
BALDER;16.04.2019;607,16;70,7;-2,1;14.08.2019
BALDER;17.04.2019;610,18;70,7;-2,1;14.08.2019
BALDER;18.04.2019;611,05;70,8;-2,1;14.08.2019
BALDER;19.04.2019;611,05;70,8;-2,1;14.08.2019
BALDER;20.04.2019;611,05;70,8;-2,1;14.08.2019
BALDER;21.04.2019;611,05;70,8;-2,1;14.08.2019
BALDER;22.04.2019;611,05;70,8;-2,1;14.08.2019
BALDER;23.04.2019;610,23;70,55;-2,1;14.08.2019
BALDER;24.04.2019;608,89;70,2;-2,1;14.08.2019
BALDER;25.04.2019;603,04;69,4;-2,1;14.08.2019
BALDER;26.04.2019;605,18;69,55;-2,1;14.08.2019
BALDER;27.04.2019;605,18;69,55;-2,1;14.08.2019
BALDER;28.04.2019;605,18;69,55;-2,1;14.08.2019
BALDER;29.04.2019;604,39;69,4;-2,1;14.08.2019
BALDER;30.04.2019;604,37;69,15;-2,1;14.08.2019
BALDER;01.05.2019;596,51;68,25;-2,65;14.08.2019
BALDER;02.05.2019;600,09;68,55;-2,65;14.08.2019
BALDER;03.05.2019;600,66;68,65;-2,65;14.08.2019
BALDER;04.05.2019;600,66;68,65;-2,65;14.08.2019
BALDER;05.05.2019;600,66;68,65;-2,65;14.08.2019
BALDER;06.05.2019;600,46;68,65;-2,65;14.08.2019
BALDER;07.05.2019;603,56;69;-2,65;14.08.2019
BALDER;08.05.2019;607,79;69,5;-2,65;14.08.2019
BALDER;09.05.2019;614,42;70,35;-2,65;14.08.2019
BALDER;10.05.2019;618,33;70,75;-2,65;14.08.2019
BALDER;11.05.2019;618,33;70,75;-2,65;14.08.2019
BALDER;12.05.2019;618,33;70,75;-2,65;14.08.2019
BALDER;13.05.2019;620,28;70,9;-2,65;14.08.2019
BALDER;14.05.2019;620,39;70,9;-2,65;14.08.2019
BALDER;15.05.2019;617,23;70,55;-2,65;14.08.2019
BALDER;16.05.2019;606,97;69,35;-2,65;14.08.2019
BALDER;17.05.2019;597,34;68,25;-2,65;14.08.2019
BALDER;18.05.2019;597,34;68,25;-2,65;14.08.2019
BALDER;19.05.2019;597,34;68,25;-2,65;14.08.2019
BALDER;20.05.2019;591,64;67,7;-2,65;14.08.2019
BALDER;21.05.2019;585,18;67,1;-2,65;14.08.2019
BALDER;22.05.2019;578,95;66,35;-2,65;14.08.2019
BALDER;23.05.2019;574,03;65,75;-2,65;14.08.2019
BALDER;24.05.2019;565,57;64,75;-2,65;14.08.2019
BALDER;25.05.2019;565,57;64,75;-2,65;14.08.2019
BALDER;26.05.2019;565,57;64,75;-2,65;14.08.2019
BALDER;27.05.2019;565,5;64,75;-2,65;14.08.2019
BALDER;28.05.2019;553,72;63,4;-2,65;14.08.2019
BALDER;29.05.2019;540,38;61,95;-2,65;14.08.2019
BALDER;30.05.2019;530,35;60,8;-2,65;14.08.2019
BALDER;31.05.2019;527,51;60,6;-2,65;14.08.2019
BALDER;01.06.2019;531,43;61,05;-2,2;14.08.2019
BALDER;02.06.2019;531,43;61,05;-2,2;14.08.2019
BALDER;03.06.2019;531,8;61,25;-2,2;14.08.2019
BALDER;04.06.2019;531,89;61,35;-2,2;14.08.2019
BALDER;05.06.2019;531,99;61,4;-2,2;14.08.2019
BALDER;06.06.2019;532,05;61,45;-2,2;14.08.2019
BALDER;07.06.2019;530,23;61,2;-2,2;14.08.2019
BALDER;08.06.2019;530,23;61,2;-2,2;14.08.2019
BALDER;09.06.2019;530,23;61,2;-2,2;14.08.2019
BALDER;10.06.2019;526,77;60,8;-2,2;14.08.2019
BALDER;11.06.2019;525,94;60,55;-2,2;14.08.2019
BALDER;12.06.2019;527,46;60,6;-2,2;14.08.2019
BALDER;13.06.2019;530,08;61,05;-2,2;14.08.2019
BALDER;14.06.2019;533,43;61,6;-2,2;14.08.2019
BALDER;15.06.2019;533,43;61,6;-2,2;14.08.2019
BALDER;16.06.2019;533,43;61,6;-2,2;14.08.2019
BALDER;17.06.2019;534,82;62,1;-2,2;14.08.2019
BALDER;18.06.2019;537,03;62,7;-2,2;14.08.2019
BALDER;19.06.2019;541,15;63,5;-2,2;14.08.2019
BALDER;20.06.2019;542,86;63,75;-2,2;14.08.2019
BALDER;21.06.2019;542,34;63,75;-2,2;14.08.2019
BALDER;22.06.2019;542,34;63,75;-2,2;14.08.2019
BALDER;23.06.2019;542,34;63,75;-2,2;14.08.2019
BALDER;24.06.2019;543;63,75;-2,2;14.08.2019
BALDER;25.06.2019;538,13;63,1;-2,2;14.08.2019
BALDER;26.06.2019;533,09;62,45;-2,2;14.08.2019
BALDER;27.06.2019;528,98;61,95;-2,2;14.08.2019
BALDER;28.06.2019;526,44;61,6;-2,2;14.08.2019
BALDER;29.06.2019;526,44;61,6;-2,2;14.08.2019
BALDER;30.06.2019;526,44;61,6;-2,2;14.08.2019
BALDER;01.07.2019;526,41;61,45;-2,4;15.11.2019
BALDER;02.07.2019;530,17;61,75;-2,4;15.11.2019
BALDER;03.07.2019;536,83;62,4;-2,4;15.11.2019
BALDER;04.07.2019;543,34;63,15;-2,4;15.11.2019
BALDER;05.07.2019;548;63,7;-2,4;15.11.2019
BALDER;06.07.2019;548;63,7;-2,4;15.11.2019
BALDER;07.07.2019;548;63,7;-2,4;15.11.2019
BALDER;08.07.2019;549,78;64,05;-2,4;15.11.2019
BALDER;09.07.2019;551,4;64,4;-2,4;15.11.2019
BALDER;10.07.2019;545,93;63,85;-2,4;15.11.2019
BALDER;11.07.2019;535,6;62,55;-2,4;15.11.2019
BALDER;12.07.2019;525,93;61,4;-2,4;15.11.2019
BALDER;13.07.2019;525,93;61,4;-2,4;15.11.2019
BALDER;14.07.2019;525,93;61,4;-2,4;15.11.2019
BALDER;15.07.2019;519,63;60,6;-2,4;15.11.2019
BALDER;16.07.2019;515,46;59,95;-2,4;15.11.2019
BALDER;17.07.2019;516,3;59,95;-2,4;15.11.2019
BALDER;18.07.2019;520,7;60,4;-2,4;15.11.2019
BALDER;19.07.2019;524,09;60,6;-2,4;15.11.2019
BALDER;20.07.2019;524,09;60,6;-2,4;15.11.2019
BALDER;21.07.2019;524,09;60,6;-2,4;15.11.2019
BALDER;22.07.2019;525,28;60,55;-2,4;15.11.2019
BALDER;23.07.2019;526,93;60,65;-2,4;15.11.2019
BALDER;24.07.2019;528,37;60,65;-2,4;15.11.2019
BALDER;25.07.2019;529,63;60,45;-2,4;15.11.2019
BALDER;26.07.2019;530,56;60,25;-2,4;15.11.2019
BALDER;27.07.2019;530,56;60,25;-2,4;15.11.2019
BALDER;28.07.2019;530,56;60,25;-2,4;15.11.2019
BALDER;29.07.2019;527,66;59,65;-2,4;15.11.2019
BALDER;30.07.2019;522,13;58,8;-2,4;15.11.2019
BALDER;31.07.2019;508,36;57,05;-2,4;15.11.2019
BALDER;01.08.2019;487,18;54,6;-3,65;15.11.2019
BALDER;02.08.2019;480,6;53,9;-3,65;15.11.2019
BALDER;03.08.2019;480,6;53,9;-3,65;15.11.2019
BALDER;04.08.2019;480,6;53,9;-3,65;15.11.2019
BALDER;05.08.2019;477,21;53,5;-3,65;15.11.2019
BALDER;06.08.2019;479,65;53,75;-3,65;15.11.2019
BALDER;07.08.2019;484,75;54,3;-3,65;15.11.2019
BALDER;08.08.2019;487,33;54,55;-3,65;15.11.2019
BALDER;09.08.2019;489,35;54,65;-3,65;15.11.2019
BALDER;10.08.2019;489,35;54,65;-3,65;15.11.2019
BALDER;11.08.2019;489,35;54,65;-3,65;15.11.2019
BALDER;12.08.2019;492,95;55;-3,65;15.11.2019
BALDER;13.08.2019;492,01;54,8;-3,65;15.11.2019
BALDER;14.08.2019;496,93;55,35;-3,65;15.11.2019
BALDER;15.08.2019;499,92;55,7;-3,65;15.11.2019
BALDER;16.08.2019;501,3;55,85;-3,65;15.11.2019
BALDER;17.08.2019;501,3;55,85;-3,65;15.11.2019
BALDER;18.08.2019;501,3;55,85;-3,65;15.11.2019
BALDER;19.08.2019;500,06;55,7;-3,65;15.11.2019
BALDER;20.08.2019;501,88;55,9;-3,65;15.11.2019
BALDER;21.08.2019;502,93;55,9;-3,65;15.11.2019
BALDER;22.08.2019;503,11;55,8;-3,65;15.11.2019
BALDER;23.08.2019;503,72;55,75;-3,65;15.11.2019
BALDER;24.08.2019;503,72;55,75;-3,65;15.11.2019
BALDER;25.08.2019;503,72;55,75;-3,65;15.11.2019
BALDER;26.08.2019;504,98;55,75;-3,65;15.11.2019
BALDER;27.08.2019;506,34;55,7;-3,65;15.11.2019
BALDER;28.08.2019;507,11;55,75;-3,65;15.11.2019
BALDER;29.08.2019;510,28;56,2;-3,65;15.11.2019
BALDER;30.08.2019;512,81;56,6;-3,65;15.11.2019
BALDER;31.08.2019;512,81;56,6;-3,65;15.11.2019
BALDER;01.09.2019;523,23;57,75;-2,5;15.11.2019
BALDER;02.09.2019;530,92;58,8;-2,5;15.11.2019
BALDER;03.09.2019;540,47;60,1;-2,5;15.11.2019
BALDER;04.09.2019;543,91;60,6;-2,5;15.11.2019
BALDER;05.09.2019;540,84;60,25;-2,5;15.11.2019
BALDER;06.09.2019;539,7;60,2;-2,5;15.11.2019
BALDER;07.09.2019;539,7;60,2;-2,5;15.11.2019
BALDER;08.09.2019;539,7;60,2;-2,5;15.11.2019
BALDER;09.09.2019;547,76;61,05;-2,5;15.11.2019
BALDER;10.09.2019;549,24;61,25;-2,5;15.11.2019
BALDER;11.09.2019;551,16;61,5;-2,5;15.11.2019
BALDER;12.09.2019;557,24;62,25;-2,5;15.11.2019
BALDER;13.09.2019;564,42;62,95;-2,5;15.11.2019
BALDER;14.09.2019;564,42;62,95;-2,5;15.11.2019
BALDER;15.09.2019;564,42;62,95;-2,5;15.11.2019
BALDER;16.09.2019;558,48;62,15;-2,5;15.11.2019
BALDER;17.09.2019;556,59;61,85;-2,5;15.11.2019
BALDER;18.09.2019;554,16;61,45;-2,5;15.11.2019
BALDER;19.09.2019;551,75;61;-2,5;15.11.2019
BALDER;20.09.2019;548,33;60,55;-2,5;15.11.2019
BALDER;21.09.2019;548,33;60,55;-2,5;15.11.2019
BALDER;22.09.2019;548,33;60,55;-2,5;15.11.2019
BALDER;23.09.2019;542,56;59,9;-2,5;15.11.2019
BALDER;24.09.2019;536,6;59,1;-2,5;15.11.2019
BALDER;25.09.2019;530,09;58,25;-2,5;15.11.2019
BALDER;26.09.2019;522,75;57,35;-2,5;15.11.2019
BALDER;27.09.2019;516,29;56,6;-2,5;15.11.2019
BALDER;28.09.2019;516,29;56,6;-2,5;15.11.2019
BALDER;29.09.2019;516,29;56,6;-2,5;15.11.2019
BALDER;30.09.2019;515,42;56,45;-2,5;15.11.2019
BALDER;01.10.2019;510,59;55,9;-2,75;16.03.2020
BALDER;02.10.2019;513,42;56,2;-2,75;16.03.2020
BALDER;03.10.2019;515,79;56,5;-2,75;16.03.2020
BALDER;04.10.2019;519,32;56,9;-2,75;16.03.2020
BALDER;05.10.2019;519,32;56,9;-2,75;16.03.2020
BALDER;06.10.2019;519,32;56,9;-2,75;16.03.2020
BALDER;07.10.2019;517,21;56,7;-2,75;16.03.2020
BALDER;08.10.2019;519,05;56,9;-2,75;16.03.2020
BALDER;09.10.2019;519,14;56,85;-2,75;16.03.2020
BALDER;10.10.2019;519,33;56,8;-2,75;16.03.2020
BALDER;11.10.2019;518,43;56,6;-2,75;16.03.2020
BALDER;12.10.2019;518,43;56,6;-2,75;16.03.2020
BALDER;13.10.2019;518,43;56,6;-2,75;16.03.2020
BALDER;14.10.2019;517,85;56,55;-2,75;16.03.2020
BALDER;15.10.2019;519,74;56,75;-2,75;16.03.2020
BALDER;16.10.2019;520,5;56,9;-2,75;16.03.2020
BALDER;17.10.2019;524,82;57,45;-2,75;16.03.2020
BALDER;18.10.2019;528,48;57,85;-2,75;16.03.2020
BALDER;19.10.2019;528,48;57,85;-2,75;16.03.2020
BALDER;20.10.2019;528,48;57,85;-2,75;16.03.2020
BALDER;21.10.2019;532,99;58,2;-2,75;16.03.2020
BALDER;22.10.2019;535,66;58,35;-2,75;16.03.2020
BALDER;23.10.2019;536,12;58,3;-2,75;16.03.2020
BALDER;24.10.2019;532,47;57,8;-2,75;16.03.2020
BALDER;25.10.2019;529,16;57,5;-2,75;16.03.2020
BALDER;26.10.2019;529,16;57,5;-2,75;16.03.2020
BALDER;27.10.2019;529,16;57,5;-2,75;16.03.2020
BALDER;28.10.2019;531,71;57,9;-2,75;16.03.2020
BALDER;29.10.2019;533,05;58,2;-2,75;16.03.2020
BALDER;30.10.2019;535,57;58,6;-2,75;16.03.2020
BALDER;31.10.2019;540,79;59,3;-2,75;16.03.2020
BALDER;01.11.2019;544,22;59,65;-2,65;16.03.2020
BALDER;02.11.2019;544,22;59,65;-2,65;16.03.2020
BALDER;03.11.2019;544,22;59,65;-2,65;16.03.2020
BALDER;04.11.2019;544,09;59,6;-2,65;16.03.2020
BALDER;05.11.2019;543,78;59,55;-2,65;16.03.2020
BALDER;06.11.2019;544,75;59,55;-2,65;16.03.2020
BALDER;07.11.2019;546,06;59,55;-2,65;16.03.2020
BALDER;08.11.2019;548,22;59,85;-2,65;16.03.2020
BALDER;09.11.2019;548,22;59,85;-2,65;16.03.2020
BALDER;10.11.2019;548,22;59,85;-2,65;16.03.2020
BALDER;11.11.2019;547,96;59,85;-2,65;16.03.2020
BALDER;12.11.2019;546,95;59,8;-2,65;16.03.2020
BALDER;13.11.2019;548,78;60,05;-2,65;16.03.2020
BALDER;14.11.2019;551,3;60,45;-2,65;16.03.2020
BALDER;15.11.2019;554,15;60,7;-2,65;16.03.2020
BALDER;16.11.2019;554,15;60,7;-2,65;16.03.2020
BALDER;17.11.2019;554,15;60,7;-2,65;16.03.2020
BALDER;18.11.2019;559,02;61,15;-2,65;16.03.2020
BALDER;19.11.2019;565,22;61,75;-2,65;16.03.2020
BALDER;20.11.2019;567,54;62;-2,65;16.03.2020
BALDER;21.11.2019;569,46;62,1;-2,65;16.03.2020
BALDER;22.11.2019;567,45;61,8;-2,65;16.03.2020
BALDER;23.11.2019;567,45;61,8;-2,65;16.03.2020
BALDER;24.11.2019;567,45;61,8;-2,65;16.03.2020
BALDER;25.11.2019;565,78;61,6;-2,65;16.03.2020
BALDER;26.11.2019;563,28;61,3;-2,65;16.03.2020
BALDER;27.11.2019;563,79;61,35;-2,65;16.03.2020
BALDER;28.11.2019;566,17;61,65;-2,65;16.03.2020
BALDER;29.11.2019;572,11;62,4;-2,65;16.03.2020
BALDER;30.11.2019;572,11;62,4;-2,65;16.03.2020
BALDER;01.12.2019;578,53;63,1;-1,95;16.03.2020
BALDER;02.12.2019;583,81;63,75;-1,95;16.03.2020
BALDER;03.12.2019;589,88;64,4;-1,95;16.03.2020
BALDER;04.12.2019;590,13;64,45;-1,95;16.03.2020
BALDER;05.12.2019;590,74;64,6;-1,95;16.03.2020
BALDER;06.12.2019;590,57;64,75;-1,95;16.03.2020
BALDER;07.12.2019;590,57;64,75;-1,95;16.03.2020
BALDER;08.12.2019;590,57;64,75;-1,95;16.03.2020
BALDER;09.12.2019;590,52;64,95;-1,95;16.03.2020
BALDER;10.12.2019;591,41;65,3;-1,95;16.03.2020
BALDER;11.12.2019;595,51;65,95;-1,95;16.03.2020
BALDER;12.12.2019;596,57;66,25;-1,95;16.03.2020
BALDER;13.12.2019;595,56;66,2;-1,95;16.03.2020
BALDER;14.12.2019;595,56;66,2;-1,95;16.03.2020
BALDER;15.12.2019;595,56;66,2;-1,95;16.03.2020
BALDER;16.12.2019;594,95;66,2;-1,95;16.03.2020
BALDER;17.12.2019;593,03;66,25;-1,95;16.03.2020
BALDER;18.12.2019;591,33;66,4;-1,95;16.03.2020
BALDER;19.12.2019;588,74;66,4;-1,95;16.03.2020
BALDER;20.12.2019;585,14;66,25;-1,95;16.03.2020
BALDER;21.12.2019;585,14;66,25;-1,95;16.03.2020
BALDER;22.12.2019;585,14;66,25;-1,95;16.03.2020
BALDER;23.12.2019;580,32;65,9;-1,95;16.03.2020
BALDER;24.12.2019;579,88;65,85;-1,95;16.03.2020
BALDER;25.12.2019;579,88;65,85;-1,95;16.03.2020
BALDER;26.12.2019;579,88;65,85;-1,95;16.03.2020
BALDER;27.12.2019;580,23;65,95;-1,95;16.03.2020
BALDER;28.12.2019;580,23;65,95;-1,95;16.03.2020
BALDER;29.12.2019;580,23;65,95;-1,95;16.03.2020
BALDER;30.12.2019;581,39;66,05;-1,95;16.03.2020
BALDER;31.12.2019;583,8;66,2;-1,95;16.03.2020
EKOFISK;01.01.2019;483,73;56;0,7;15.04.2019
EKOFISK;02.01.2019;491,72;57,15;0,7;15.04.2019
EKOFISK;03.01.2019;500,89;58,6;0,7;15.04.2019
EKOFISK;04.01.2019;505,47;59,4;0,7;15.04.2019
EKOFISK;05.01.2019;505,47;59,4;0,7;15.04.2019
EKOFISK;06.01.2019;505,47;59,4;0,7;15.04.2019
EKOFISK;07.01.2019;508,52;59,8;0,7;15.04.2019
EKOFISK;08.01.2019;511,5;60,15;0,7;15.04.2019
EKOFISK;09.01.2019;512,61;60,25;0,7;15.04.2019
EKOFISK;10.01.2019;512,67;60,1;0,7;15.04.2019
EKOFISK;11.01.2019;517,73;60,6;0,7;15.04.2019
EKOFISK;12.01.2019;517,73;60,6;0,7;15.04.2019
EKOFISK;13.01.2019;517,73;60,6;0,7;15.04.2019
EKOFISK;14.01.2019;523,79;61,25;0,7;15.04.2019
EKOFISK;15.01.2019;528,3;61,7;0,7;15.04.2019
EKOFISK;16.01.2019;530,87;61,95;0,7;15.04.2019
EKOFISK;17.01.2019;533,2;62,2;0,7;15.04.2019
EKOFISK;18.01.2019;532,67;62,1;0,7;15.04.2019
EKOFISK;19.01.2019;532,67;62,1;0,7;15.04.2019
EKOFISK;20.01.2019;532,67;62,1;0,7;15.04.2019
EKOFISK;21.01.2019;527,31;61,55;0,7;15.04.2019
EKOFISK;22.01.2019;526,89;61,65;0,7;15.04.2019
EKOFISK;23.01.2019;527,78;61,9;0,7;15.04.2019
EKOFISK;24.01.2019;527,83;62,15;0,7;15.04.2019
EKOFISK;25.01.2019;527,13;62,25;0,7;15.04.2019
EKOFISK;26.01.2019;527,13;62,25;0,7;15.04.2019
EKOFISK;27.01.2019;527,13;62,25;0,7;15.04.2019
EKOFISK;28.01.2019;531,22;62,8;0,7;15.04.2019
EKOFISK;29.01.2019;531,35;62,85;0,7;15.04.2019
EKOFISK;30.01.2019;531,66;62,85;0,7;15.04.2019
EKOFISK;31.01.2019;531,57;62,6;0,7;15.04.2019
EKOFISK;01.02.2019;533,84;62,6;0,75;15.04.2019
EKOFISK;02.02.2019;533,84;62,6;0,75;15.04.2019
EKOFISK;03.02.2019;533,84;62,6;0,75;15.04.2019
EKOFISK;04.02.2019;534,69;62,4;0,75;15.04.2019
EKOFISK;05.02.2019;538,46;62,55;0,75;15.04.2019
EKOFISK;06.02.2019;542,22;62,8;0,75;15.04.2019
EKOFISK;07.02.2019;548,52;63,4;0,75;15.04.2019
EKOFISK;08.02.2019;555,85;64,15;0,75;15.04.2019
EKOFISK;09.02.2019;555,85;64,15;0,75;15.04.2019
EKOFISK;10.02.2019;555,85;64,15;0,75;15.04.2019
EKOFISK;11.02.2019;563,97;65,2;0,75;15.04.2019
EKOFISK;12.02.2019;569,04;65,85;0,75;15.04.2019
EKOFISK;13.02.2019;574,39;66,55;0,75;15.04.2019
EKOFISK;14.02.2019;578,95;67,15;0,75;15.04.2019
EKOFISK;15.02.2019;580,38;67,4;0,75;15.04.2019
EKOFISK;16.02.2019;580,38;67,4;0,75;15.04.2019
EKOFISK;17.02.2019;580,38;67,4;0,75;15.04.2019
EKOFISK;18.02.2019;576,37;66,95;0,75;15.04.2019
EKOFISK;19.02.2019;573,42;66,65;0,75;15.04.2019
EKOFISK;20.02.2019;570,15;66,35;0,75;15.04.2019
EKOFISK;21.02.2019;565,47;65,95;0,75;15.04.2019
EKOFISK;22.02.2019;559,32;65,35;0,75;15.04.2019
EKOFISK;23.02.2019;559,32;65,35;0,75;15.04.2019
EKOFISK;24.02.2019;559,32;65,35;0,75;15.04.2019
EKOFISK;25.02.2019;559,94;65,4;0,75;15.04.2019
EKOFISK;26.02.2019;560,6;65,4;0,75;15.04.2019
EKOFISK;27.02.2019;560,75;65,2;0,75;15.04.2019
EKOFISK;28.02.2019;562;65,1;0,75;15.04.2019
EKOFISK;01.03.2019;566,16;65,2;0,9;15.04.2019
EKOFISK;02.03.2019;566,16;65,2;0,9;15.04.2019
EKOFISK;03.03.2019;566,16;65,2;0,9;15.04.2019
EKOFISK;04.03.2019;568,04;65,3;0,9;15.04.2019
EKOFISK;05.03.2019;569,99;65,55;0,9;15.04.2019
EKOFISK;06.03.2019;572,13;65,9;0,9;15.04.2019
EKOFISK;07.03.2019;574,1;66,25;0,9;15.04.2019
EKOFISK;08.03.2019;575,78;66,8;0,9;15.04.2019
EKOFISK;09.03.2019;575,78;66,8;0,9;15.04.2019
EKOFISK;10.03.2019;575,78;66,8;0,9;15.04.2019
EKOFISK;11.03.2019;576,13;67,1;0,9;15.04.2019
EKOFISK;12.03.2019;577,97;67,5;0,9;15.04.2019
EKOFISK;13.03.2019;580,48;67,9;0,9;15.04.2019
EKOFISK;14.03.2019;581,35;68,25;0,9;15.04.2019
EKOFISK;15.03.2019;581,28;68,3;0,9;15.04.2019
EKOFISK;16.03.2019;581,28;68,3;0,9;15.04.2019
EKOFISK;17.03.2019;581,28;68,3;0,9;15.04.2019
EKOFISK;18.03.2019;581,38;68,3;0,9;15.04.2019
EKOFISK;19.03.2019;582,49;68,4;0,9;15.04.2019
EKOFISK;20.03.2019;582,22;68,25;0,9;15.04.2019
EKOFISK;21.03.2019;582,85;67,95;0,9;15.04.2019
EKOFISK;22.03.2019;586,75;68,3;0,9;15.04.2019
EKOFISK;23.03.2019;586,75;68,3;0,9;15.04.2019
EKOFISK;24.03.2019;586,75;68,3;0,9;15.04.2019
EKOFISK;25.03.2019;590,85;68,7;0,9;15.04.2019
EKOFISK;26.03.2019;595,32;69,1;0,9;15.04.2019
EKOFISK;27.03.2019;597,19;69,4;0,9;15.04.2019
EKOFISK;28.03.2019;601,43;70,05;0,9;15.04.2019
EKOFISK;29.03.2019;604,91;70,45;0,9;15.04.2019
EKOFISK;30.03.2019;604,91;70,45;0,9;15.04.2019
EKOFISK;31.03.2019;604,91;70,45;0,9;15.04.2019
EKOFISK;01.04.2019;606,42;70,65;0,65;17.10.2019
EKOFISK;02.04.2019;606,99;70,85;0,65;17.10.2019
EKOFISK;03.04.2019;610,48;71,35;0,65;17.10.2019
EKOFISK;04.04.2019;611,59;71,6;0,65;17.10.2019
EKOFISK;05.04.2019;612,44;71,9;0,65;17.10.2019
EKOFISK;06.04.2019;612,44;71,9;0,65;17.10.2019
EKOFISK;07.04.2019;612,44;71,9;0,65;17.10.2019
EKOFISK;08.04.2019;610,92;71,85;0,65;17.10.2019
EKOFISK;09.04.2019;610,63;71,9;0,65;17.10.2019
EKOFISK;10.04.2019;609,4;71,8;0,65;17.10.2019
EKOFISK;11.04.2019;609,12;71,75;0,65;17.10.2019
EKOFISK;12.04.2019;614,23;72,2;0,65;17.10.2019
EKOFISK;13.04.2019;614,23;72,2;0,65;17.10.2019
EKOFISK;14.04.2019;614,23;72,2;0,65;17.10.2019
EKOFISK;15.04.2019;621,83;72,75;0,65;17.10.2019
EKOFISK;16.04.2019;630,77;73,45;0,65;17.10.2019
EKOFISK;17.04.2019;633,92;73,45;0,65;17.10.2019
EKOFISK;18.04.2019;634,78;73,55;0,65;17.10.2019
EKOFISK;19.04.2019;634,78;73,55;0,65;17.10.2019
EKOFISK;20.04.2019;634,78;73,55;0,65;17.10.2019
EKOFISK;21.04.2019;634,78;73,55;0,65;17.10.2019
EKOFISK;22.04.2019;634,78;73,55;0,65;17.10.2019
EKOFISK;23.04.2019;634,02;73,3;0,65;17.10.2019
EKOFISK;24.04.2019;632,75;72,95;0,65;17.10.2019
EKOFISK;25.04.2019;626,93;72,15;0,65;17.10.2019
EKOFISK;26.04.2019;629,11;72,3;0,65;17.10.2019
EKOFISK;27.04.2019;629,11;72,3;0,65;17.10.2019
EKOFISK;28.04.2019;629,11;72,3;0,65;17.10.2019
EKOFISK;29.04.2019;628,34;72,15;0,65;17.10.2019
